uid,nombre_de_la_entidad,departamento_entidad,orden_entidad,modalidad,causal_contratacion_directa,objeto_a_contratar,detalle_objeto,cuantia_proceso,cuantia_contrato,valor_total_de_adiciones,valor_contrato_con_adiciones,anno_firma,fecha_firma,fecha_ini_ejec_contrato,plazo_de_ejec_del_contrato,rango_de_ejec_del_contrato,tiempo_adiciones_en_dias,tiempo_adiciones_en_meses,fecha_fin_ejec_contrato,id_adjudicacion,urlproceso,nit_de_la_entidad,identificacion_del_contratista,dpto_y_muni_contratista,municipio_entidad,nom_razon_social_contratista,estado_del_proceso
18-21-886-8843320,CESAR - ALCALDIA MUNICIPIO DE GONZALEZ,CESAR,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,LICITACION OBRA PUBLICA,NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",MEJORAMIENTO MEDIANTE LA CONSTRUCCION DE PLACA HUELLA EN VIAS DE TERCER ORDEN EN JURISDICCION DEL MUNICIPIO DE GONZALEZ CESAR,3573816793,3572634520,0,3572634520,2018,2018-04-23T00:00:00.000,2018-05-23T00:00:00.000,12,M,0,0,2019-05-23T00:00:00.000,8843320,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-21-886'},800096597,13496292,CESAR,GONZALEZ,ADRIANO ALFONSO LEMUS QUINTERO,LIQUIDADO
23-13-13582903-12595876,ANTIOQUIA - ALCALDIA MUNICIPIO DE BELMIRA,ANTIOQUIA,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,CONTRATACION MINIMA CUANTIA,NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",MEJORAMIENTO Y ADECUACION DE CAMINO VEREDAL EN EL SECTOR DE POTRERITO - VEREDA MONTANA ZONA RURAL DEL MUNICIPIO DE BELMIRA; ANTIOQUIA.,32480000,32378211,0,32378211,2023,2023-04-14T00:00:00.000,2023-04-18T00:00:00.000,4,M,0,0,2023-08-18T00:00:00.000,12595876,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=23-13-13582903'},890981880,98667660,ANTIOQUIA,BELMIRA,INDALECIO ALVAREZ SANCHEZ,LIQUIDADO
17-11-6715065-6192703,ANTIOQUIA - ALCALDIA MUNICIPIO DE PUERTO NARE,ANTIOQUIA,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,SELECCION ABREVIADA DE MENOR CUANTIA (LEY 1150 DE 2007),NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",CONSTRUCCIO&#769;N DE LLENOS EN TALUDES LATERALES DEL TRAMO DE LA VI&#769;A CRISTALINA - LA UNIO&#769;N PRIMERA ETAPA; EN PLACA HUELLA EN EL MUNICIPIO DE PUERTO NARE; ANTIOQUIA; OCCIDENTE,39448176,39448176,0,39448176,2017,2017-07-07T00:00:00.000,2017-07-07T00:00:00.000,15,D,0,0,2017-07-22T00:00:00.000,6192703,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-11-6715065'},892099325-0,900489852,ANTIOQUIA,PUERTO NARE,MAGDALENA UNION SERVICE S.A.S.,LIQUIDADO
17-11-7368938-6786054,BOYACA - ALCALDIA MUNICIPIO DE COMBITA,BOYACA,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,SELECCION ABREVIADA DE MENOR CUANTIA (LEY 1150 DE 2007),NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",CONSTRUCCION PLACA HUELLA VEREDA SANTA BARBARA SECTOR EL ROSAL; MUNICIPIO DE COMBITA DEPARTAMENTO DE BOYACA,206559039,206559039,0,206559039,2017,2017-12-26T00:00:00.000,2017-12-26T00:00:00.000,90,D,0,0,2018-03-26T00:00:00.000,6786054,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-11-7368938'},891801932,7175800,BOYACA,COMBITA,JIMMY ALEXANDER GONZALEZ ROJAS,LIQUIDADO
17-11-6490780-6159916,CUNDINAMARCA - ALCALDIA MUNICIPIO DE AGUA DE DIOS,CUNDINAMARCA,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,SELECCION ABREVIADA DE MENOR CUANTIA (LEY 1150 DE 2007),NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",EL MEJORAMIENTO DE LA VIA TERCIARIA EN LA VEREDA SAN JOSE QUE CONDUCE  DEL PUNTO DE LAS ALBERCAS AL PUNTO EL BASURERO EN EL MUNICIPIO DE AGUA DE DIOS CUNDINAMARCA.,133000000,132925366,0,132925366,2017,2017-06-30T00:00:00.000,2017-06-30T00:00:00.000,45,D,45,0,2017-09-28T00:00:00.000,6159916,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-11-6490780'},891180139-9,900317784,CUNDINAMARCA,AGUA DE DIOS,ALMART SOLUCIONES EN INGENIERIA S.A.S.,LIQUIDADO
22-13-12973570-12090763,ARAUCA - ALCALDIA MUNICIPIO DE PUERTO RONDON,ARAUCA,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,CONTRATACION MINIMA CUANTIA,NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",MANTENIMIENTO Y REHABILITACION DE PUNTOS CRITICOS DE VIAS DE TERCER ORDEN (TERCIARIAS); VIA EL PALMAR VEREDA EL PALMAR EN EL MUNICIPIO DE PUERTO RONDON; DEPARTAMENTO DE ARAUCA,28000000,28000000,0,28000000,2022,2022-03-18T00:00:00.000,2022-03-18T00:00:00.000,1,M,0,0,2022-04-18T00:00:00.000,12090763,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=22-13-12973570'},800095775-9,900648753,ARAUCA,PUERTO RONDON,"CONSULTORIAS, OBRAS, SERVICIOS Y SUMINISTROS BEYKER S.A.S",LIQUIDADO
19-13-10178838-9330779,VALLE DEL CAUCA - ALCALDIA MUNICIPIO DE VIJES,VALLE DEL CAUCA,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,CONTRATACION MINIMA CUANTIA,NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",MANTENIMIENTO Y REPARACION VIAS RURALES; SITIOS CRITICOS; HISPANOS  CACHIMBAL - ESTRELLA; VIJES VALLE DEL CAUCA.,23039134,22857192,4962500,27819692,2019,2019-12-13T00:00:00.000,2019-12-13T00:00:00.000,10,D,0,0,2019-12-23T00:00:00.000,9330779,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-13-10178838'},800243022,94391872,VALLE DEL CAUCA,VIJES,LEONARDO FABIO RAMIREZ PEREZ,LIQUIDADO
19-4-9304194-8466659,CUNDINAMARCA - FONDO DE DESARROLLO DE PROYECTOS DE CUNDINAMARCA - FONDECUN,BOGOTA D.C.,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,REGIMEN ESPECIAL,NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",CONSTRUCCION DE PLACA HUELLA EN LA VEREDA DE PUEBLO VIEJO DEL MUNICIPIO DE GUAYABAL DE SIQUIMA DEL DEPARTAMENTO DE CUNDINAMARCA.,48860625,44418750,0,44418750,2019,2019-03-26T00:00:00.000,2019-03-26T00:00:00.000,3,M,0,0,2019-06-26T00:00:00.000,8466659,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-9304194'},900258772,900251054,CUNDINAMARCA,BOGOTA D.C.,JUNTA DE ACCION COMUNAL VEREDA DE PUEBLO VIEJO,LIQUIDADO
19-11-9245681-8629398,CUNDINAMARCA - ALCALDIA MUNICIPIO DE SOPO,CUNDINAMARCA,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,SELECCION ABREVIADA DE MENOR CUANTIA (LEY 1150 DE 2007),NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",MEJORAMIENTO DE LA VIA QUE CONDUCE DE LA VEREDA MERCENARIO A LA VEREDA SAN GABRIEL SECTOR LA CAROLINA; VEREDA MEUSA Y CENTRO POBLADO CHUSCAL EN EL MUNICIPIO DE SOPO  CUNDINAMARCA.,221710079,221710079,0,221710079,2019,2019-05-21T00:00:00.000,2019-05-30T00:00:00.000,4,M,0,0,2019-09-30T00:00:00.000,8629398,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-11-9245681'},899999468,80021002,CUNDINAMARCA,SOPO,JUAN CARLOS ARAGON PINZON,LIQUIDADO
17-13-6525818-5944092,CALDAS - ALCALDIA MUNICIPIO DE MANZANARES,CALDAS,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,CONTRATACION MINIMA CUANTIA,NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",CONTRATAR  A TODO LA CONSTRUCCION DE UN MURO DE CONTENCION CON LONGITUD IGUAL A 8 ML Y PLACA HUELLA EN CONCRETO DE 3000 PSI REFORZADA CON LONGITUD IGUAL A 15 ML; EN UN SECTOR DE LA VIA DOSQUEBRADAS  SANTO DOMINGO ALTO; ZONA RURAL DEL MUNICIPIO DE MANZANARES CALDAS.,20600000,20600000,0,20600000,2017,2017-04-29T00:00:00.000,2017-04-29T00:00:00.000,30,D,0,0,2017-05-29T00:00:00.000,5944092,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-13-6525818'},800094711-3,15985491,CALDAS,MANZANARES,CARLOS EGDARDO HURTADO JIMENEZ,LIQUIDADO
18-11-8081484-7747553,CUNDINAMARCA - ALCALDIA MUNICIPIO DE SUPATA,CUNDINAMARCA,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,SELECCION ABREVIADA DE MENOR CUANTIA (LEY 1150 DE 2007),NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",MEJORAMIENTO DE LA RED TERCIARIA DEL  MUNICIPIO DE SUPATA CUNDINAMARCA,200000000,199989630,90000000,289989630,2018,2018-06-08T00:00:00.000,2018-06-08T00:00:00.000,2,M,0,1,2018-09-08T00:00:00.000,7747553,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-11-8081484'},899999398,900895806,CUNDINAMARCA,SUPATA,INGENIERIA EN CONSTRUCCIONES E INTERVENTORIAS CIVILES SAS,LIQUIDADO
17-11-7039921-9331118,CUNDINAMARCA - ALCALDIA MUNICIPIO DE TAUSA,CUNDINAMARCA,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,SELECCION ABREVIADA DE MENOR CUANTIA (LEY 1150 DE 2007),NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",CONTRATAR EL MEJORAMIENTO VIAL EN LA VEREDA RASGATA ALTO CON LA CONSTRUCCION DE PLACA HUELLA EN LA VIA QUE CONDUCE DEL SECTOR DE PANTANO RENDONDO  (LA VIRGEN) HACIA LA TRINIDAD ( SRES AHUMADAS)     MUNICIPIO DE TAUSA CUNDINAMARCA,150000000,150000000,56500000,206500000,2017,2017-10-09T00:00:00.000,2017-11-01T00:00:00.000,2,M,0,1,2018-02-01T00:00:00.000,9331118,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-11-7039921'},800012873-7,900088206,CUNDINAMARCA,TAUSA,GPR CONSTRUCTORA INGENIERIA & ARQUITECTURA SAS,LIQUIDADO
21-13-12197780-11318321,NARINO - ALCALDIA MUNICIPIO DE ARBOLEDA (BERRUECOS),NARINO,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,CONTRATACION MINIMA CUANTIA,NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",CONTRATAR LA OBRA PUBLICA PARA REALIZAR EL MEJORAMIENTO RUTINARIO DE LAS VIAS PERTENECIENTES A LAS VEREDAS CHIRIURCO Y ARRAYANES DEL MUNICIPIO DE ARBOLEDA NARINO: CODIGO BPIN: 2021520510009,25000000,24999910,0,24999910,2021,2021-08-12T00:00:00.000,2021-08-12T00:00:00.000,20,D,0,0,2021-09-01T00:00:00.000,11318321,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-13-12197780'},800093386-8,12961337,NARINO,ARBOLEDA,ING. JORGE OSWALDO INSUASTY URRESTY,LIQUIDADO
15-1-153281-4473834,NORTE DE SANTANDER - EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO DE MAQUINAS Y SERVICIOS VIALES DE TIBU MAQUISERVIT E.I.C.E,NORTE DE SANTANDER,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,LICITACION PUBLICA,NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",MANTENIMIENTO; Y MEJORAMIENTO EN LAS VIAS TERCIARIAS DE LAS VEREDAS; VERSALLES; SAN MIGUEL (SECTOR LOS NARANJOS); PLAYA RICA; KILOMETRO 25-GALAN; MIRADOR - CANO INDIO - PORVENIR; MUNICIPIO DE TIBU DEPARTAMENTO NORTE DE SANTANDER,258282870,258282870,0,258282870,2015,2015-12-03T00:00:00.000,2015-12-03T00:00:00.000,15,D,0,0,2015-12-18T00:00:00.000,4473834,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-153281'},900391739,900394185,NORTE DE SANTANDER,TIBU,CONSTRUEDIFICIOS S.A.S,LIQUIDADO
15-1-138416-3768277,SANTANDER - ALCALDIA MUNICIPIO DE SAN GIL,SANTANDER,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 5,LICITACION PUBLICA,NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",MANTENIMIENTO MEJORAMIENTO Y CONSERVACION DE LA VIA VEREDA SAN PEDRO; SANTA BARBARA; SAN JOSE EN EL MUNICIPIO DE SAN GIL,1350000000,1349870586,0,1349870586,2015,2015-06-24T00:00:00.000,2015-06-24T00:00:00.000,6,M,0,0,2015-12-24T00:00:00.000,3768277,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-138416'},800022791-4,13715906,SANTANDER,SAN GIL,JOHANY ALBERTO RAMIREZ OTERO,LIQUIDADO
18-11-8070985-9340995,TOLIMA - ALCALDIA MUNICIPIO DE SALDANA,TOLIMA,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,SELECCION ABREVIADA DE MENOR CUANTIA (LEY 1150 DE 2007),NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",PAVIMENTACION DE UN SECTOR DE LA VEREDA EL PROGRESO DEL MUNICIPIO DE SALDANA - TOLIMA.,123776240,123775302,0,123775302,2018,2018-06-01T00:00:00.000,2018-06-14T00:00:00.000,60,D,0,0,2018-08-13T00:00:00.000,9340995,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-11-8070985'},800100140,93151929,TOLIMA,SALDANA,JOSE MARIANO SANCHEZ QUINONEZ,LIQUIDADO
17-11-6499351-9411367,BOYACA - ALCALDIA MUNICIPIO DE TUNUNGUA,BOYACA,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,SELECCION ABREVIADA DE MENOR CUANTIA (LEY 1150 DE 2007),NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",MEJORAMIENTO; MANTENIMIENTO; PERFORACION Y VOLADURA DE ROCAS CON MATERIAL EXPLOSIVO PARA LA REHABILITACION DEL CRUCE VIAL ENTRE LAS VEREDAS SANTA ROSA Y MOJARRAS DEL MUNICIPIO DE TUNUNGUA; ANO 2017.,80607344,80607051,20000000,100607051,2017,2017-05-16T00:00:00.000,2017-05-17T00:00:00.000,30,D,10,0,2017-06-26T00:00:00.000,9411367,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-11-6499351'},800099639,7300180,BOYACA,TUNUNGUA,RAFAEL ANTONIO ROBAYO CASALLAS,LIQUIDADO
18-1-188027-7384009,CUNDINAMARCA - ALCALDIA MUNICIPIO DE FUSAGASUGA,CUNDINAMARCA,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 3,LICITACION PUBLICA,NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",CONSTRUCCION DE PLACAS HUELLAS EN EL AREA RURAL DEL MUNICIPIO DE FUSAGASUGA  DEPARTAMENTO DE CUNDINAMARCA,1505319015,1504903657,0,1504903657,2018,2018-05-03T00:00:00.000,2018-06-20T00:00:00.000,5,M,0,0,2018-11-20T00:00:00.000,7384009,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-1-188027'},899999323-3,9011777608,CUNDINAMARCA,FUSAGASUGA,CONSORCIO FUSAGASUGA PH 2018,LIQUIDADO
19-11-10125845-9956132,CUNDINAMARCA - ALCALDIA MUNICIPIO DE CHAGUANI,CUNDINAMARCA,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,SELECCION ABREVIADA DE MENOR CUANTIA (LEY 1150 DE 2007),NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",CONSTRUCCION DE PLACA HUELLA EN LA VIA LA ESTRELLA MONTEFRIO BAJO; K0+00 AL K0+180; SECTORES LA GUADUA Y LOS TANQUES DEL MUNICIPIO DE CHAGUANI; CUNDINAMARCA,226324721,226324721,0,226324721,2019,2019-12-27T00:00:00.000,2019-12-30T00:00:00.000,3,M,0,0,2020-03-30T00:00:00.000,9956132,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-11-10125845'},899999400,9004297882,CUNDINAMARCA,CHAGUANI,NAYIC INGENIERIA SAS,LIQUIDADO
21-13-12637918-11721925,SANTANDER - ALCALDIA MUNICIPIO DE SAN VICENTE CHUCURI,SANTANDER,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,CONTRATACION MINIMA CUANTIA,NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",CONSTRUCCION DE ESTRUCTURA HIDRAULICA TIPO BATEA EN LA VEREDA CHANCHON EN EL MUNICIPIO DE SAN VICENTE DE CHUCURI-SANTANDER,25230251,25230251,0,25230251,2021,2021-12-30T00:00:00.000,2021-12-30T00:00:00.000,15,D,0,0,2022-01-14T00:00:00.000,11721925,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-13-12637918'},800.099.829-6,900740576,SANTANDER,SAN VICENTE DE CHUCURI,DARGO CONSTRUCCIONES E INGENIERIA S.A.S,LIQUIDADO
19-4-9735047-8869952,CUNDINAMARCA - FONDO DE DESARROLLO DE PROYECTOS DE CUNDINAMARCA - FONDECUN,BOGOTA D.C.,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,REGIMEN ESPECIAL,NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",MANTENIMIENTO Y MEJORAMIENTO DE LA RED SECUNDARIA DEL CORREDOR VIAL EN JURISDICCION DE LA JUNTA DE ACCION COMUNAL VEREDA MURCA SECTOR EL PUENTE DEL MUNICIPIO DE LA PALMA - CUNDINAMARCA,50806598,48387236,0,48387236,2019,2019-07-17T00:00:00.000,2019-07-17T00:00:00.000,30,D,0,0,2019-08-16T00:00:00.000,8869952,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-9735047'},900258772,901285167,CUNDINAMARCA,BOGOTA D.C.,JUNTA DE ACCION COMUNAL DE LA VEREDA MURCA SECTOR EL PUENTE,LIQUIDADO
22-21-30826-12155984,CASANARE - ALCALDIA MUNICIPIO DE MONTERREY,CASANARE,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 4,LICITACION OBRA PUBLICA,NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",MEJORAMIENTO DE LA VIA TERCIARIA CARACOLES-TACUYA EN TRES TRAMOS EN EL MUNICIPIO DE MONTERREY; DEPARTAMENTO DE CASANARE.,1118872458,1115775133,0,1115775133,2022,2022-06-02T00:00:00.000,2022-06-07T00:00:00.000,4,M,24,0,2022-10-07T00:00:00.000,12155984,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=22-21-30826'},891857824-3,79686934,CASANARE,MONTERREY,RAFAEL LEONARDO RODRIGUEZ BACCA,LIQUIDADO
18-11-7893499-7279824,CUNDINAMARCA - ALCALDIA MUNICIPIO DE GACHALA,CUNDINAMARCA,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,SELECCION ABREVIADA DE MENOR CUANTIA (LEY 1150 DE 2007),NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",MANTENIMIENTO Y MEJORAMIENTO DE LAS VIAS TERCIARIAS MUNICIPALES DEL MUNICIPIO DE GACHALA CUNDINAMARCA,151941000,151941000,54121577,206062577,2018,2018-03-16T00:00:00.000,2018-03-16T00:00:00.000,4,M,0,2,2018-09-16T00:00:00.000,7279824,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-11-7893499'},800094671,3027791,CUNDINAMARCA,GACHALA,LUCIO EDUARDO GARZON MENDEZ,LIQUIDADO
22-13-13001218-12523537,MAGDALENA - ALCALDIA MUNICIPIO DE SITIONUEVO,MAGDALENA,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 4,CONTRATACION MINIMA CUANTIA,NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",CONFORMACION DE TERRAPLEN EN MAL ESTADO EN VARIOS SECTORES DE LA VIA LA PUENTE ZONA RURAL DEL MUNICIPIO DE SITIONUEVO MAGDALENA,25420000,25355060,0,25355060,2022,2022-04-05T00:00:00.000,2022-05-06T00:00:00.000,1,M,0,0,2022-06-06T00:00:00.000,12523537,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=22-13-13001218'},891780103,72152484,MAGDALENA,SITIONUEVO,ANTONIO LOPEZ RESTREPO,LIQUIDADO
17-11-7091274-9372601,META - ALCALDIA MUNICIPIO DE MAPIRIPAN,META,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,SELECCION ABREVIADA DE MENOR CUANTIA (LEY 1150 DE 2007),NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",MANTENIMIENTO Y MEJORAMIENTO DE LA VIA QUE CONDUCE DE LA VEREDA SAN JORGE; EL DANUBIO; SANTA HELENA Y VEREDA EL AGUILA EN EL MUNICIPIO DE MAPIRIIPAN;  META; ORINOQUIA,186875589,186811799,0,186811799,2017,2017-10-31T00:00:00.000,2017-10-31T00:00:00.000,48,D,0,0,2017-12-18T00:00:00.000,9372601,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-11-7091274'},800136458,86068529,META,MAPIRIPAN,IVONNE MARITZA PUERTA ORTIZ,LIQUIDADO
19-4-10151781-9272835,ANTIOQUIA - ALCALDIA MUNICIPIO DE GUARNE,ANTIOQUIA,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,REGIMEN ESPECIAL,NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",CONSTRUCCION DE RIELES EN CONCRETO Y OBRAS COMPLEMENTARIAS EN LA VIA DE LA VEREDA LA ENEA SECTOR LOS CASTRILLON DEL MUNICIPIO DE GUARNE,23116366,23116366,0,23116366,2019,2019-11-19T00:00:00.000,2019-11-28T00:00:00.000,30,D,0,0,2019-12-28T00:00:00.000,9272835,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-10151781'},No Definido,811021638,ANTIOQUIA,GUARNE,JUNTA DE ACCION COMUNAL VEREDA ENEA,LIQUIDADO
17-11-6333868-6035218,BOYACA - ALCALDIA MUNICIPIO DE PACHAVITA,BOYACA,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,SELECCION ABREVIADA DE MENOR CUANTIA (LEY 1150 DE 2007),NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",CONSTRUCCION BOXCULBER VEREDA SOAQUIRA EN EL MUNICIPIO DE PACHAVITA,32000000,31999932,8884122,40884054,2017,2017-04-10T00:00:00.000,2017-04-17T00:00:00.000,1,M,15,0,2017-05-17T00:00:00.000,6035218,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-11-6333868'},800028461,900173496,BOYACA,PACHAVITA,CALING LTDA,LIQUIDADO
15-11-3854072-4545428,HUILA - ALCALDIA MUNICIPIO DE PITALITO,HUILA,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 3,SELECCION ABREVIADA DE MENOR CUANTIA (LEY 1150 DE 2007),NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",CONSTRUCCION DE UN PONTON EN LA VEREDA EL JARDIN; SECTOR FILOSECO DEL MUNICIPIO DE PITALITO DEPARTAMENTO DEL HUILA,46154109,44907948,20129539,65037487,2015,2015-07-24T00:00:00.000,2015-10-13T00:00:00.000,3,M,0,0,2016-01-13T00:00:00.000,4545428,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-11-3854072'},891180077-0,900870220-0,HUILA,PITALITO,CONSORCIO EL JARDIN,LIQUIDADO
17-13-7374832-6737519,VALLE DEL CAUCA - ALCALDIA MUNICIPIO DE VIJES,VALLE DEL CAUCA,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,CONTRATACION MINIMA CUANTIA,NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",MANTENIMIENTO Y REPARACION VIAS RURALES; SITIOS CRITICOS; VIA TAMBOR  MOZAMBIQUE MUNICIPIO DE VIJES VALLE DEL CAUCA.,20334891,20151616,9069610,29221226,2017,2017-12-07T00:00:00.000,2017-12-07T00:00:00.000,8,D,0,0,2017-12-15T00:00:00.000,6737519,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-13-7374832'},800243022,94391872,VALLE DEL CAUCA,VIJES,LEONARDO FABIO RAMIREZ PEREZ,LIQUIDADO
19-11-9887194-9154116,CALDAS - ALCALDIA MUNICIPIO DE MANIZALES,CALDAS,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 1,SELECCION ABREVIADA DE MENOR CUANTIA (LEY 1150 DE 2007),NO DEFINIDO,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VIAS",OBRAS DE MEJORAMIENTO DE LAS VIAS RURALES MUNICIPALES LA ARGELIA-QUIEBRA DEL BILLAR Y YACAIRA-LA CHINA-MANURE CORREGIMIENTO PANORAMA DEL MUNICIPIO DE MANIZALES,464950516,459120648,0,459120648,2019,2019-10-31T00:00:00.000,2019-11-01T00:00:00.000,2,M,0,0,2020-01-01T00:00:00.000,9154116,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-11-9887194'},890801053,7183503,CUNDINAMARCA,MANIZALES,JAIRO ENRIQUE RINCON CACERES,LIQUIDADO
